Row ID,Ship Mode,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5118,Standard Class,Oceanside,New York,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.1868
5119,Standard Class,Oceanside,New York,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7,0,296.0671
5120,Standard Class,Oceanside,New York,Office Supplies,Binders,GBC Imprintable Covers,79.056,9,0.2,28.6578
5121,Standard Class,Lafayette,Louisiana,Office Supplies,Storage,Safco Commercial Shelving,232.55,5,0,9.302
5122,Standard Class,Lafayette,Louisiana,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0,42.9914
5123,Standard Class,Lafayette,Louisiana,Office Supplies,Paper,Xerox 209,19.44,3,0,9.3312
5124,Standard Class,Lafayette,Louisiana,Office Supplies,Paper,Xerox 1966,12.96,2,0,6.3504
5125,Same Day,New York City,New York,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348
5126,Same Day,New York City,New York,Office Supplies,Envelopes,Staple envelope,68.46,7,0,31.4916
5127,Same Day,New York City,New York,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0,1371.9804
5128,Same Day,New York City,New York,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0,198.429
5129,Same Day,New York City,New York,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0,4.4174
5130,Same Day,New York City,New York,Technology,Phones,Vtech CS6719,287.97,3,0,80.6316
5131,Same Day,New York City,New York,Office Supplies,Paper,Xerox 198,44.82,9,0,21.0654
5132,Standard Class,Anaheim,California,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,8,0,37.4144
5133,Standard Class,Deltona,Florida,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,3,0.2,37.7916
5134,Standard Class,New York City,New York,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0,14.6825
5135,Standard Class,New York City,New York,Office Supplies,Binders,Binding Machine Supplies,93.344,4,0.2,32.6704
5136,Standard Class,Seattle,Washington,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0,8.184
5137,Standard Class,San Diego,California,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,2,0.2,2.7324
5138,Standard Class,Oklahoma City,Oklahoma,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,13.0548
5139,Standard Class,Mount Vernon,New York,Office Supplies,Envelopes,Staple envelope,23.34,3,0,10.9698
5140,Standard Class,Mount Vernon,New York,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.2285
5141,Standard Class,San Francisco,California,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2,0,43.164
5142,Standard Class,New York City,New York,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.1,292.776
5143,Standard Class,New York City,New York,Office Supplies,Supplies,Staple remover,63.84,8,0,18.5136
5144,Standard Class,New York City,New York,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225
5145,Standard Class,Los Angeles,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0,29.3284
5146,Standard Class,Los Angeles,California,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0,38.9312
5147,Standard Class,Los Angeles,California,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.38
5148,Standard Class,Chandler,Arizona,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.2,1.9224
5149,Standard Class,Chandler,Arizona,Furniture,Chairs,Global Leather Executive Chair,842.376,3,0.2,105.297
5150,Same Day,Long Beach,New York,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0,352.3065
5151,Second Class,San Francisco,California,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.945
5152,First Class,Helena,Montana,Office Supplies,Storage,Iris Project Case,39.9,5,0,10.374
5153,Standard Class,New York City,New York,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84
5154,Standard Class,New York City,New York,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0,2.904
5155,First Class,Kirkwood,Missouri,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0,13.064
5156,First Class,Kirkwood,Missouri,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0,34.0704
5157,Second Class,Chicago,Illinois,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198
5158,Second Class,Chicago,Illinois,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,0.3,-178.8468
5159,Second Class,Chicago,Illinois,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.6,-10.3124
5160,Second Class,Peoria,Arizona,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,2,0.2,9.2386
5161,Second Class,Peoria,Arizona,Technology,Phones,Plantronics MX500i Earset,68.72,2,0.2,-14.603
5162,Standard Class,Seattle,Washington,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0,259.8896
5163,Second Class,Taylor,Michigan,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
5164,Standard Class,Pasadena,California,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352
5165,Standard Class,Midland,Michigan,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.521
5166,Standard Class,Midland,Michigan,Office Supplies,Paper,Xerox 199,12.84,3,0,5.778
5167,Standard Class,Midland,Michigan,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3,0,7.128
5168,Standard Class,Midland,Michigan,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0,112.788
5169,Standard Class,Midland,Michigan,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,3,0,11.9586
5170,Standard Class,Midland,Michigan,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0,160.623
5171,Second Class,Detroit,Michigan,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0,700.98
5172,Second Class,Detroit,Michigan,Office Supplies,Paper,Xerox 1910,144.12,3,0,69.1776
5173,Second Class,Detroit,Michigan,Office Supplies,Paper,Xerox 1915,314.55,3,0,150.984
5174,First Class,Pueblo,Colorado,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946
5175,Standard Class,Waco,Texas,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224
5176,Standard Class,Waco,Texas,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,0.32,-91.7586
5177,First Class,San Francisco,California,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2,0.2,19.968
5178,Standard Class,New York City,New York,Office Supplies,Binders,Round Ring Binders,4.992,3,0.2,1.6848
5179,Standard Class,Los Angeles,California,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256
5180,Standard Class,Los Angeles,California,Technology,Phones,Aastra 57i VoIP phone,258.576,2,0.2,19.3932
5181,Standard Class,Los Angeles,California,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2,0,29.5776
5182,First Class,Woonsocket,Rhode Island,Office Supplies,Paper,Xerox 209,45.36,7,0,21.7728
5183,First Class,Woonsocket,Rhode Island,Office Supplies,Binders,Aluminum Screw Posts,45.78,3,0,22.89
5184,First Class,Columbus,Georgia,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3,0,10.0725
5185,First Class,Columbus,Georgia,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,0,17.8066
5186,Standard Class,Jacksonville,Florida,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806
5187,Standard Class,Philadelphia,Pennsylvania,Technology,Phones,LG Exalt,748.752,8,0.4,-162.2296
5188,Standard Class,Columbus,Indiana,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,4,0,15.9968
5189,Standard Class,Columbus,Indiana,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,7,0,394.212
5190,Standard Class,Pasadena,Texas,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922
5191,Standard Class,Pasadena,Texas,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504
5192,Standard Class,San Francisco,California,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,0,11.58
5193,Second Class,Columbia,South Carolina,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5,0,43.736
5194,Second Class,Columbia,South Carolina,Office Supplies,Paper,Xerox 1933,85.96,7,0,40.4012
5195,Second Class,Columbia,South Carolina,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0,4.3296
5196,Second Class,Columbia,South Carolina,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3,0,22.3734
5197,Standard Class,Kent,Washington,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0,77.4837
5198,Standard Class,Kent,Washington,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36
5199,Standard Class,Round Rock,Texas,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,0.2,-786.0144
5200,Standard Class,Round Rock,Texas,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.2,0.7776
5201,Standard Class,Round Rock,Texas,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,0.2,32.3982
5202,Standard Class,Round Rock,Texas,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,0.2,5.7365
5203,Standard Class,Oakland,California,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,7,0,28.1421
5204,Standard Class,Oakland,California,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0,18.9702
5205,Standard Class,Auburn,New York,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558
5206,Standard Class,Auburn,New York,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2,0,4.2392
5207,Standard Class,Auburn,New York,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,1,0,0.5828
5208,Standard Class,Auburn,New York,Office Supplies,Labels,Avery 489,20.7,2,0,9.936
5209,Standard Class,Auburn,New York,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9,5,0,14.161
5210,Standard Class,Auburn,New York,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,1,0,12.7746
5211,Standard Class,Newark,Delaware,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0,120.9468
5212,Second Class,New York City,New York,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901
5213,Same Day,Redlands,California,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0,13.8915
5214,Same Day,Redlands,California,Office Supplies,Labels,Avery 494,7.83,3,0,3.6018
5215,Same Day,Redlands,California,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0,13.452
5216,Same Day,Redlands,California,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,5,0,13.455
5217,Standard Class,Roseville,Michigan,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
5218,Second Class,Los Angeles,California,Office Supplies,Paper,Xerox 1883,79.14,3,0,36.4044
5219,Standard Class,New York City,New York,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,5,0,4.2
5220,Same Day,Detroit,Michigan,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,7,0,134.5302
5221,Standard Class,Detroit,Michigan,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,3,0,57.4938
5222,Second Class,Springfield,Missouri,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
5223,Second Class,Springfield,Missouri,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299
5224,Second Class,Springfield,Missouri,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,0,20.7312
5225,Second Class,Los Angeles,California,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,0,79.8912
5226,Standard Class,New York City,New York,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,0.2,12.796
5227,Standard Class,New York City,New York,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6,0.2,60.4968
5228,Standard Class,New York City,New York,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196
5229,Standard Class,San Francisco,California,Office Supplies,Paper,Xerox 1893,81.98,2,0,40.1702
5230,Second Class,Fresno,California,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184
5231,Second Class,Fresno,California,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145
5232,Second Class,Fresno,California,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,1,0,12.6813
5233,Second Class,Fresno,California,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",27.496,7,0.2,9.2799
5234,Standard Class,Texarkana,Arkansas,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6,0,145.2816
5235,First Class,San Francisco,California,Furniture,Tables,Hon Racetrack Conference Tables,210.008,1,0.2,2.6251
5236,First Class,Indianapolis,Indiana,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,0,15.9384
5237,Standard Class,Columbia,Maryland,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,3,0,50.9082
5238,Standard Class,Columbia,Maryland,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,3,0,36.294
5239,Standard Class,Columbia,Maryland,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,0,26.3912
5240,Standard Class,San Jose,California,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,0,6.6588
5241,Standard Class,San Jose,California,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2,0.2,12.9584
5242,Second Class,Seattle,Washington,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,13.68,2,0,3.6936
5243,Standard Class,Carrollton,Texas,Office Supplies,Binders,Avery Durable Poly Binders,3.318,3,0.8,-5.6406
5244,First Class,Arlington,Virginia,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44,1,0,4.8024
5245,Second Class,Los Angeles,California,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2,0.2,15.3522
5246,Second Class,Los Angeles,California,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.576,3,0.2,33.3576
5247,Second Class,Los Angeles,California,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,2,0.2,4.704
5248,Standard Class,Frankfort,Illinois,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,8,0.8,-52.9584
5249,Second Class,Seattle,Washington,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,3,0,10.875
5250,Standard Class,Philadelphia,Pennsylvania,Office Supplies,Fasteners,Staples,12.576,4,0.2,4.0872
5251,Standard Class,Columbus,Georgia,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,5,0,19.996
5252,Standard Class,Columbus,Georgia,Office Supplies,Paper,Xerox 1907,49.12,4,0,23.0864
5253,First Class,Virginia Beach,Virginia,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,182.91,3,0,53.0439
5254,Second Class,Des Moines,Washington,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2,0.2,33.64
5255,Second Class,Bethlehem,Pennsylvania,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098
5256,Second Class,Bethlehem,Pennsylvania,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,33.568,2,0.2,-5.4548
5257,Standard Class,Oklahoma City,Oklahoma,Office Supplies,Paper,Xerox 1954,10.56,2,0,4.752
5258,Standard Class,Rancho Cucamonga,California,Office Supplies,Paper,Xerox 1905,38.88,6,0,18.6624
5259,First Class,Los Angeles,California,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5,0,16.544
5260,Standard Class,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1887,45.528,3,0.2,15.9348
5261,First Class,Houston,Texas,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582
5262,First Class,Houston,Texas,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2,0.8,-4.818
5263,First Class,Houston,Texas,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1,0.3,-22.948
5264,First Class,Houston,Texas,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4,0.2,-2.918
5265,First Class,Houston,Texas,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.864,3,0.2,3.5529
5266,First Class,Seattle,Washington,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,5.7624
5267,First Class,Seattle,Washington,Office Supplies,Paper,Xerox 1882,167.94,3,0,82.2906
5268,First Class,Seattle,Washington,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,0,1.0114
5269,Standard Class,Yonkers,New York,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,52.44,4,0,24.1224
5270,Same Day,San Francisco,California,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,0,11.6496
5271,Same Day,San Francisco,California,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0,113.848
5272,Same Day,Los Angeles,California,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,0,8.0968
5273,Same Day,Los Angeles,California,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877
5274,First Class,Miami,Florida,Office Supplies,Binders,Zipper Ring Binder Pockets,3.744,4,0.7,-2.6208
5275,Second Class,Burlington,Vermont,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0,178.8
5276,Standard Class,Fayetteville,Arkansas,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312
5277,Standard Class,Fayetteville,Arkansas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0,8.5025
5278,Standard Class,Odessa,Texas,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,0.3,-9.7176
5279,Standard Class,Virginia Beach,Virginia,Office Supplies,Paper,Xerox 1909,105.52,4,0,48.5392
5280,Standard Class,Milwaukee,Wisconsin,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,0,1.8872
5281,Standard Class,Detroit,Michigan,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0,22.2352
5282,Standard Class,Rochester,Minnesota,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
5283,Standard Class,Rochester,Minnesota,Office Supplies,Paper,Xerox 1881,36.84,3,0,17.3148
5284,Standard Class,Seattle,Washington,Office Supplies,Storage,Sterilite Show Offs Storage Containers,15.84,3,0,0
5285,Standard Class,Seattle,Washington,Office Supplies,Labels,Avery 490,44.4,3,0,22.2
5286,First Class,Louisville,Colorado,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,0.2,7.434
5287,First Class,Louisville,Colorado,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,8,0.7,-7.3232
5288,First Class,Louisville,Colorado,Furniture,Bookcases,Bestar Classic Bookcase,89.991,3,0.7,-152.9847
5289,Standard Class,San Francisco,California,Office Supplies,Paper,Xerox 1919,163.96,4,0,80.3404
5290,Standard Class,Houston,Texas,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.904,2,0.2,6.2664
5291,Standard Class,Houston,Texas,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81
5292,Standard Class,Houston,Texas,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.112,6,0.2,61.4628
5293,First Class,Miami,Florida,Office Supplies,Storage,Plastic Stacking Crates & Casters,4.464,1,0.2,0.3348
5294,Standard Class,Medina,Ohio,Furniture,Tables,KI Adjustable-Height Table,51.588,1,0.4,-15.4764
5295,Standard Class,Roseville,Minnesota,Office Supplies,Labels,Avery 495,50.4,8,0,23.184
5296,Standard Class,Houston,Texas,Office Supplies,Paper,Xerox 1934,89.568,2,0.2,32.4684
5297,Standard Class,Yonkers,New York,Furniture,Furnishings,Tensor Computer Mounted Lamp,14.89,1,0,4.0203
5298,Standard Class,Yonkers,New York,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
5299,First Class,San Diego,California,Office Supplies,Envelopes,Poly String Tie Envelopes,4.08,2,0,1.9176
5300,First Class,San Diego,California,Office Supplies,Labels,Avery 51,18.9,3,0,8.694
5301,Standard Class,Springfield,Virginia,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0,386.835
5302,Standard Class,Springfield,Virginia,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,6,0,653.301
5303,Standard Class,Springfield,Virginia,Office Supplies,Labels,Avery 473,62.1,6,0,29.808
5304,Standard Class,Decatur,Illinois,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.296,2,0.3,-1.0656
5305,First Class,Garland,Texas,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476
5306,Standard Class,Oceanside,New York,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0,28.959
5307,Standard Class,Oceanside,New York,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199
5308,Standard Class,Oceanside,New York,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2,0,1.999
5309,First Class,Houston,Texas,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058,3,0.3,-46.3998
5310,First Class,Houston,Texas,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5,0.2,3.912
5311,First Class,Houston,Texas,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782
5312,Standard Class,Greenville,North Carolina,Office Supplies,Labels,Avery 49,9.216,4,0.2,3.3408
5313,Standard Class,Greenville,North Carolina,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,0.2,3.506
5314,Standard Class,San Francisco,California,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0,21.4368
5315,Standard Class,San Francisco,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,0,14.9744
5316,Standard Class,Greensboro,North Carolina,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,9,0.2,11.691
5317,First Class,Knoxville,Tennessee,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284
5318,First Class,Knoxville,Tennessee,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,1,0.2,1.5691
5319,First Class,Knoxville,Tennessee,Office Supplies,Paper,Xerox 1996,20.736,4,0.2,7.2576
5320,First Class,Knoxville,Tennessee,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888
5321,First Class,Knoxville,Tennessee,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836
5322,First Class,Knoxville,Tennessee,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,4,0.7,-26.2476
5323,First Class,Knoxville,Tennessee,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.928
5324,Second Class,Grand Island,Nebraska,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0,7.98
5325,Standard Class,Lakewood,California,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,0,6.253
5326,Standard Class,Lakewood,California,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,0,9.0288
5327,Standard Class,Lawrence,Massachusetts,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0,2.004
5328,Second Class,Los Angeles,California,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312
5329,Standard Class,Houston,Texas,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394
5330,Second Class,New York City,New York,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488
5331,Standard Class,New York City,New York,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,0,24.9366
5332,Standard Class,New York City,New York,Office Supplies,Binders,Plastic Binding Combs,60.6,5,0.2,20.4525
5333,Standard Class,New York City,New York,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,0,6.5888
5334,Standard Class,Newark,Delaware,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10.68,4,0,4.0584
5335,Standard Class,Newark,Delaware,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966
5336,Standard Class,Newark,Delaware,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1,0,1.5548
5337,Standard Class,Seattle,Washington,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672
